"name","track_id","album_id","composer","milliseconds","bytes","unit_price"
"In A Little While",2943,"233","Adam Clayton, Bono, Larry Mullen, The Edge",219271,7189647,"0.99"
"Sign Of The Cross",1359,"108","Steve Harris",649116,25966720,"0.99"
"Simples",1939,"159","Nelson Angelo",133093,4326333,"0.99"
"Civil War",1174,"92","Duff McKagan/Slash/W. Axl Rose",461165,15046579,"0.99"
"Orientation",2864,"231",NULL,2609083,500600434,"1.99"
"Tomorrow's Dream",157,"17","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",192496,6252071,"0.99"
"Black Night",772,"61","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",368770,12058906,"0.99"
"14 Years",1175,"92","Izzy Stradlin'/W. Axl Rose",261355,8543664,"0.99"
"Remember Tomorrow",2144,"177","Paul Di'Anno/Steve Harris",326426,10577976,"0.99"
"Gostava Tanto De Você",319,"28",NULL,230452,7685326,"0.99"
"Burning Up",2121,"175","Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",321619,10525136,"0.99"
"Infinite Dreams",1372,"110","Steve Harris",369005,8858669,"0.99"
"Make It Funky Pt.1",1425,"115","Charles Bobbitt/James Brown",196231,6507782,"0.99"
"Tailgunner",1228,"96","Bruce Dickinson/Steve Harris",249469,3993600,"0.99"
"Losfer Words",1346,"107","Steve Harris",252891,6074756,"0.99"
"Concerto No. 1 in E Major, RV 269 Spring: I. Allegro",3406,"275","Antonio Vivaldi",199086,3347810,"0.99"
"Abandoned",2872,"231",NULL,2587041,537348711,"1.99"
"Paranoid",2109,"174","A. F. Iommi, W. Ward, T. Butler, J. Osbourne",176352,5729813,"0.99"
"Amanhã Não Se Sabe",2809,"225","Sérgio Britto",189440,6243967,"0.99"
"Halo",1015,"81","Foo Fighters",306442,10026371,"0.99"
"Mensagem",297,"26","Bino Farias/Da Gama/Lazão/Rás Bernardo",225332,7488852,"0.99"
"My Poor Brain",1023,"82","Dave, Taylor, Nate, Chris",213446,6973746,"0.99"
"High Head Blues",2583,"210","Chris Robinson/Rich Robinson",371879,12227998,"0.99"
"Oceano",866,"70","Djavan",217338,7026441,"0.99"
"Dancing Barefoot",2954,"234","Ivan Kral/Patti Smith",287895,9488294,"0.99"
"The Unforgiven II",1864,"153","Hetfield, Ulrich, Hammett",395520,12886474,"0.99"
"Candy Store Rock",1659,"136","Jimmy Page/Robert Plant",252055,8397423,"0.99"
"Bitter Pill",1969,"162","Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil",266814,8666786,"0.99"
"Sem Essa de Malandro Agulha",3155,"248","Aldir Blanc/Jayme Vignoli",158484,5332668,"0.99"
"Get Up Offa That Thing",1428,"115","Deanna Brown/Deidra Jenkins/Yamma Brown",250723,8355989,"0.99"
"Too Many Tears",498,"40","Adrian Vanderberg/David Coverdale",359497,11810238,"0.99"
"Vai Valer",2049,"167","Herbert Vianna",206524,6899778,"0.99"
"Up Around The Bend",686,"54","J. C. Fogerty",162429,5368701,"0.99"
"Lament",1910,"157","J.J. Johnson",134191,4293394,"0.99"
"Faroeste Caboclo",1693,"140","Renato Russo",543007,18092739,"0.99"
"Cropduster",2181,"180","Matt Cameron",231888,7588928,"0.99"
"Bem Leve",1770,"145","Caetano Veloso e Gilberto Gil",159190,5246835,"0.99"
"Palavras Ao Vento",726,"56",NULL,212453,7048676,"0.99"
"Wherever You May Go",500,"40","David Coverdale",239699,7803074,"0.99"
"Heartbreaker",1631,"133","Jimmy Page, Robert Plant, John Paul Jones, John Bonham",253988,8387560,"0.99"
"Nobody's Home",771,"61","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",243017,7929493,"0.99"
"Fora Da Ordem",526,"23",NULL,354011,11746781,"0.99"
"Palco",1118,"73","Gilberto Gil",270550,9049901,"0.99"
"Never Before",782,"62","Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",239830,7832790,"0.99"
"Free Me",995,"79","Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",278700,9109340,"0.99"
"Luis Inacio (300 Picaretas)",2072,"168","Herbert Vianna",198191,6576790,"0.99"
"Holy Man",809,"65","D.Coverdale/G.Hughes/Glenn Hughes/J.Lord/John Lord",270236,8818093,"0.99"
"Memory Motel",2680,"217","Jagger/Richards",365844,11982431,"0.99"
"The House Is Rockin'",2532,"205","Doyle Bramhall/Stevie Ray Vaughan",144352,4706253,"0.99"
"Elderly Woman Behind The Counter In A Small Town",2153,"178","Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder",229328,7509304,"0.99"
"Sad But True",81,"9","Apocalyptica",288208,9405526,"0.99"
"Blow Up The Outside World",2520,"203","Chris Cornell",347898,11379527,"0.99"
"Paths Of Glory",932,"74","Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum",257253,8436300,"0.99"
"Relvelation (Mother Earth)",2104,"174","O. Osbourne, R. Daisley, R. Rhoads",349440,11367866,"0.99"
"Walking Wounded",2705,"219","The Tea Party",277968,9184345,"0.99"
"November Rain",1167,"91",NULL,537540,8923566,"0.99"
"Fool For Your Loving",3144,"141","Marsden/Moody",250801,8129820,"0.99"
"The 23rd Psalm",2887,"231",NULL,2610416,487401604,"1.99"
"Infeliz Natal",2334,"191","Rodolfo",138266,4503299,"0.99"
"Fast And Loose",1946,"160","Clarke/Kilmister/Taylor",203337,6643350,"0.99"
"The Small Hours",1814,"149","Holocaust",403435,13215133,"0.99"
"Still Of The Night",3132,"141","Sykes",398210,13043817,"0.99"
"Funky Piano",2432,"198",NULL,934791,30200730,"0.99"
"Seven Seas Of Rhye",2268,"185","Mercury, Freddie",170553,5539957,"0.99"
"Terra",208,"21","Caetano Veloso",482429,15889054,"0.99"
"Canto De Ossanha",650,"52",NULL,204956,6771624,"0.99"
"Wasting Love",1261,"99","Bruce Dickinson/Janick Gers",350981,14041216,"0.99"
"Sleeping Village",154,"16",NULL,644571,21128525,"0.99"
"The Mule",765,"60","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",322063,10638390,"0.99"
"Strangers In The Night",1034,"83","berthold kaempfert/charles singleton/eddie snyder",155794,5055295,"0.99"
"Freewill",2409,"196","Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush",324362,10694110,"0.99"
"Chão De Estrelas",535,"42","Orestes Barbosa-Sílvio Caldas",284813,9433620,"0.99"
"Collision",2842,"228",NULL,2605480,526182322,"1.99"
"Plot 180",2136,"176","Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",221596,7253729,"0.99"
"Não Vou Ficar",2758,"222","Tim Maia",172068,5642919,"0.99"
"A Novidade",1105,"73","Gilberto Gil",324780,10765600,"0.99"
"Malandragem",730,"57",NULL,247588,8165048,"0.99"
"Rock Me",2430,"198",NULL,94720,3037596,"0.99"
"Pode Parar",381,"33","Jorge Vercilo/Jota Maranhao",179408,6046678,"0.99"
"Sympton of the Universe",3276,"256",NULL,340890,5489313,"0.99"
"King For A Day",959,"76","Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",395859,13163733,"0.99"
"Rock 'N' Roll Music",117,"12","Chuck Berry",141923,2276788,"0.99"
"You Got Me Rocking",2677,"217","Jagger/Richards",205766,6734385,"0.99"
"St. Jimmy",1138,"89","Green Day",175307,5716589,"0.99"
"O Segundo Sol",731,"57",NULL,252133,8335629,"0.99"
"The Hellion",1551,"125",NULL,41900,1351993,"0.99"
"Hold On",810,"65","D.Coverdal/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord",306860,10022428,"0.99"
"Gay Witch Hunt",3200,"251",NULL,1326534,276942637,"1.99"
"Acrobat",2936,"232","U2",270288,8824723,"0.99"
"Gates Of Urizen",188,"19","Roy Z",265351,8627004,"0.99"
"Sexual Harassment",3179,"250",NULL,1294541,273069146,"1.99"
"Hit The Lights",1829,"150","James Hetfield, Lars Ulrich",257541,8357088,"0.99"
"Butterfly",1451,"117","Jay Kay/Toby Smith",268852,8947356,"0.99"
"Collision",2879,"231",NULL,2564916,475656544,"1.99"
"My Funny Valentine (Live)",610,"49","Miles Davis",907520,29416781,"0.99"
"Even Better Than The Real Thing",2927,"232","U2",221361,7279392,"0.99"
"The Unforgettable Fire",3012,"238","U2",295183,9684664,"0.99"
"Runnin' With The Devil",3066,"243","Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",215902,7061901,"0.99"
"Não Vou Me Adaptar",2807,"225","Arnaldo Antunes",221831,7304656,"0.99"
"Concerto for Piano No. 2 in F Minor, Op. 21: II. Larghetto",3434,"301","Frédéric Chopin",560342,9160082,"0.99"
"For Whom The Bell Tolls",1876,"154","Metallica",311719,10159725,"0.99"
"Communication Breakdown",339,"30","Jimmy Page/John Bonham/John Paul Jones",192653,6287257,"0.99"
"Tears In Heaven",912,"73","Eric Clapton, Will Jennings",274729,9032835,"0.99"
"Primary",3101,"245","Van Halen",86987,2812555,"0.99"
"Darlene",1592,"128","Jimmy Page, Robert Plant, John Bonham, John Paul Jones",307226,10078197,"0.99"
"Hypnotize",94,"10","Audioslave/Chris Cornell",206628,4961887,"0.99"
"Phyllis's Wedding",3214,"251",NULL,1271521,258561054,"1.99"
"Sampa",523,"23",NULL,185051,6151831,"0.99"
"Soneto Da Separacao",3131,"247",NULL,193880,6277511,"0.99"
"Princess of the Dawn",5,"3","Deaffy & R.A. Smith-Diesel",375418,6290521,"0.99"
"Tres Reis",3323,"259",NULL,304143,12168015,"0.99"
"Landslide",2494,"202","Stevie Nicks",190275,6187754,"0.99"
"Soul Parsifal",1678,"139","Renato Russo - Marisa Monte",295053,9853589,"0.99"
"The Shape of Things to Come",3348,"261",NULL,2591299,502284266,"1.99"
"Boys and Girls",3192,"250",NULL,1278333,255245729,"1.99"
"Concerto No.2 in F Major, BWV1047, I. Allegro",3433,"300","Johann Sebastian Bach",307244,5064553,"0.99"
"Ice Cream Man",3090,"244","John Brim",200306,6573145,"0.99"
"Highway Star",779,"62","Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",368770,12012452,"0.99"
"They're Red Hot",2374,"193","Robert Johnson",71941,2382220,"0.99"
"Smooth",574,"46","M. Itaal Shur & Rob Thomas",298161,9867455,"0.99"
"The Witch",2625,"213",NULL,258768,8725403,"0.99"
"Um Homem Chamado Alfredo",3127,"247",NULL,151640,4976227,"0.99"
"Smaller And Smaller",939,"75",NULL,310831,10180103,"0.99"
"This Time Around / Owed to 'G' [instrumental]",752,"58","Bolin/Hughes/Lord",370102,11995679,"0.99"
"Intoitus: Adorate Deum",3403,"272","Anonymous",245317,4123531,"0.99"
"Blew",2002,"163","Kurt Cobain",216346,7096936,"0.99"
"Bastille Day",2411,"196","Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush",280528,9264769,"0.99"
"Woodpecker From Mars",972,"77","Faith No More",340532,11174250,"0.99"
"Roadrunner",119,"12","Bo Diddley",143595,2301989,"0.99"
"Remote Control",2592,"211","Joe Strummer/Mick Jones",180297,5949647,"0.99"
"Sea of Madness",1381,"111","Adrian Smith",341995,8210695,"0.99"
"Suck My Kiss",2362,"193","Anthony Kiedis/Chad Smith/Flea/John Frusciante",217234,7129137,"0.99"
"Plan B",847,"68","Dean Brown, Dennis Chambers & Jim Beard",272039,9032315,"0.99"
"Emit Remmus",2399,"195","Red Hot Chili Peppers",240300,7901717,"0.99"
"Menino Do Rio",521,"23",NULL,147670,4862277,"0.99"
"Don't Lie To Me",499,"40","David Coverdale/Earl Slick",283585,9288007,"0.99"
"SKA",2092,"169",NULL,148871,4943540,"0.99"
"Whole Lotta Love",1627,"133","Jimmy Page, Robert Plant, John Paul Jones, John Bonham",334471,11026243,"0.99"
"Original Of The Species",2973,"235","Adam Clayton, Bono, Larry Mullen & The Edge",281443,9230041,"0.99"
"I'm The Toughest",2219,"141",NULL,230191,7657594,"0.99"
"Greatest Hits",3170,"229",NULL,2617117,522102916,"1.99"
"Hitchin' A Ride",481,"39","Billie Joe Armstrong -Words Green Day -Music",171546,5616891,"0.99"
"Bodies",2338,"191","Rodolfo",180035,5873778,"0.99"
"Aeroplane Flies High",2473,"201","Billy Corgan",473391,15408329,"0.99"
"The Song Remains The Same",1595,"129","Jimmy Page/Jimmy Page & Robert Plant/Robert Plant",330004,10708950,"0.99"
"Whiskey In The Jar",416,"35","Traditional",305005,9943129,"0.99"
"Confusion",60,"7","Jerry Cantrell, Michael Starr, Layne Staley",344163,11183647,"0.99"
"Living Loving Maid (She's Just A Woman)",1632,"133","Jimmy Page, Robert Plant",159216,5219819,"0.99"
"Some Heads Are Gonna Roll",1556,"125",NULL,249939,8198617,"0.99"
"De Do Do Do, De Da Da Da",2655,"215","G M Sumner",247196,8227075,"0.99"
"Vai Adiar",3152,"248","Alcino Corrêa/Monarco",270393,9134882,"0.99"
"Remedy",2590,"210","Chris Robinson/Rich Robinson",337084,11049098,"0.99"
"Cuando Eu For Pro Ceu",1541,"124","João Suplicy",118804,3948371,"0.99"
"Turn The Page",411,"35","Seger",366524,11946327,"0.99"
"If You Wear That Velvet Dress",2984,"236","Bono, The Edge, Adam Clayton, and Larry Mullen",315167,10227333,"0.99"
"Um Amor Puro",863,"69",NULL,327784,10687311,"0.99"
"The Way You Do To Mer",2433,"198",NULL,618344,20028702,"0.99"
"Seus Amigos",2247,"184",NULL,100858,3304738,"0.99"
"Leash",2214,"182","Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard",189257,6191560,"0.99"
"So Por Amor",3124,"247",NULL,236591,7745764,"0.99"
"Locomotive",1182,"92","Slash/W. Axl Rose",522396,17236842,"0.99"
"Without You",1980,"162","Mick Mars/Nikki Sixx",268956,8738371,"0.99"
"A Luz De Tieta",220,"21","Caetano Veloso",251742,8507446,"0.99"
"The Economist",3342,"261",NULL,2609025,516934914,"1.99"
"Deeper Underground",1454,"117","Toby Smith",281808,9351277,"0.99"
"The Merger",3207,"251",NULL,1801926,345960631,"1.99"
"Whole Lotta Love",1670,"138","John Bonham/John Paul Jones/Robert Plant/Willie Dixon",863895,28191437,"0.99"
"Viradouro",558,"45","Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto",344320,11484362,"0.99"
"The Brig",3165,"229",NULL,2617325,488919543,"1.99"
"Stay Away",2012,"164","Kurt Cobain",212636,6956404,"0.99"
"Sea Of Sorrow",53,"7","Jerry Cantrell",349831,11316328,"0.99"
"Erlkonig, D.328",3497,"341",NULL,261849,4307907,"0.99"
"Speed King",754,"59","Blackmore, Gillan, Glover, Lord, Paice",264385,8587578,"0.99"
"Now You're Gone",3137,"141","Vandenberg",251141,8162193,"0.99"
"Radio GA GA",421,"36","Roger Taylor",343745,11358573,"0.99"
"Miami",2982,"236","Bono, The Edge, Adam Clayton, and Larry Mullen",293041,9741603,"0.99"
"Hyperconectividade",1724,"143",NULL,180636,5948039,"0.99"
"Black Dog",1610,"131","Jimmy Page, Robert Plant, John Paul Jones",296672,9660588,"0.99"
"Heaven Help",1712,"141","Gerry DeVeaux/Terry Britten",190354,6222092,"0.99"
"Book of Hours",2570,"208","Terry Bozzio, Steve Stevens, Tony Levin",583366,19464726,"0.99"
"Atomic Punk",3087,"244","Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",182073,5908861,"0.99"
"Creeping Death",82,"9","Apocalyptica",308035,10110980,"0.99"
"Die Zauberflöte, K.620: Der Hölle Rache Kocht in Meinem Herze",3451,"317","Wolfgang Amadeus Mozart",174813,2861468,"0.99"
"You Got No Right",3113,"246","Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",335412,10991094,"0.99"
"When I Was A Child",2122,"175","Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",345626,11249456,"0.99"
"Run Silent Run Deep",1331,"105","Bruce Dickinson/Steve Harris",275408,4407296,"0.99"
"Soot & Stars",2486,"201","Billy Corgan",399986,12866557,"0.99"
"Circles",1502,"121",NULL,209071,3548553,"0.99"
"Overtime",637,"51",NULL,163030,5432236,"0.99"
"It's Electric",409,"35","Harris/Tatler",213995,6978601,"0.99"
"I Go Wild",2697,"218","Jagger/Richards",264019,8630833,"0.99"
"Back off Bitch",1165,"91",NULL,303436,5135662,"0.99"
"Changes",158,"17","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",286275,9175517,"0.99"
"Go West",2634,"213",NULL,238158,7777749,"0.99"
"Geração Coca-Cola (Ao Vivo)",718,"56",NULL,228153,7573301,"0.99"
"Where Eagles Dare",1217,"95","Steve Harris",289358,4630528,"0.99"
"Tenho Sede",1106,"73","Gilberto Gil",261616,8708114,"0.99"
"Come Fly With Me",1049,"83","jimmy van heusen/sammy cahn",190458,6231029,"0.99"
"Trapped Under Ice",1878,"154","Metallica",244532,7975942,"0.99"
"Give It Away",2366,"193","Anthony Kiedis/Chad Smith/Flea/John Frusciante",283010,9308997,"0.99"
"I Feel Good (I Got You) - Sossego",2050,"167","James Brown/Tim Maia",244976,8091302,"0.99"
"Às Vezes",2026,"165",NULL,330292,10706614,"0.99"
"Glorified G",2207,"182","Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard",206968,6772116,"0.99"
"Admirável Gado Novo",738,"57",NULL,274390,9144031,"0.99"
"No No No",762,"60","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414902,13646606,"0.99"
"(Oh) Pretty Woman",3057,"242","Bill Dees/Roy Orbison",174680,5665828,"0.99"
"Mysterious Ways",2933,"232","U2",243826,8062057,"0.99"
"Sure Know Something",1567,"126","Paul Stanley, Vincent Poncia",254354,8375190,"0.99"
"Iron Maiden",1366,"109","Steve Harris",351869,14076032,"0.99"
"No Prayer For The Dying",1327,"105","Steve Harris",263941,4225024,"0.99"
"The Wizard",3281,"256",NULL,282678,4561796,"0.99"
"Sir Psycho Sexy",2373,"193","Anthony Kiedis/Chad Smith/Flea/John Frusciante",496692,16354362,"0.99"
"Alagados",2080,"169",NULL,302393,10255463,"0.99"
"Que Maravilha",1516,"122",NULL,338076,10996656,"0.99"
"Aprendendo A Jogar",890,"71",NULL,290664,9391041,"0.99"
"Sangrando",505,"41","Gonzaga Jr/Gonzaguinha",169717,5494406,"0.99"
"Cinema Mudo",2079,"169",NULL,227918,7612168,"0.99"
"L'orfeo, Act 3, Sinfonia (Orchestra)",3501,"345","Claudio Monteverdi",66639,1189062,"0.99"
"Deus Ex Machina",2913,"230",NULL,2582009,214996732,"1.99"
"Forty Days (Com DJ Hum)",1064,"84",NULL,221727,7347172,"0.99"
"Miles Runs The Voodoo Down",614,"49","Miles Davis",843964,27967919,"0.99"
"The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound",3410,"279","George Frideric Handel",582029,9553140,"0.99"
"Loving You Sunday Morning",3291,"257",NULL,339125,5654493,"0.99"
"Give Peace a Chance",3256,"255",NULL,274644,4448025,"0.99"
"Numbers",2911,"230",NULL,2609772,214709143,"1.99"
"Love Of My Life",571,"46","Carlos Santana & Dave Matthews",347820,11634337,"0.99"
"For the Greater Good of God",1208,"94",NULL,564893,9367328,"0.99"
"Elvis Ate America",2135,"176","Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",180166,5851053,"0.99"
"Black Hole Sun",2516,"203","Soundgarden",320365,10425229,"0.99"
"Armadura",3328,"259",NULL,232881,9317533,"0.99"
"Don't Cry (Original)",1161,"91",NULL,284744,4833259,"0.99"
"Onde Você Mora?",293,"26","Marisa Monte/Nando Reis",256026,8502588,"0.99"
"As The Years Go by",2424,"197","Albert King",233064,7566829,"0.99"
"Angela",72,"8",NULL,169508,5574957,"0.99"
"Killing Floor",186,"19","Adrian Smith",269557,8854240,"0.99"
"Busca Vida",2070,"168","Herbert Vianna",176431,5798663,"0.99"
"The House Jack Built",1841,"151","James Hetfield, Lars Ulrich, Kirk Hammett",398942,13005152,"0.99"
"Pau-De-Arara",1081,"85","Guio De Morais E Seus Parentes/Luiz Gonzaga",191660,6340649,"0.99"
"It's Just A Thought",710,"55","J.C. Fogerty",237374,7778319,"0.99"
"Killing Birds",3381,"270","Chris Cornell",218498,3588776,"0.99"
"Low",2311,"187","Bill Berry/Michael Stipe/Mike Mills/Peter Buck",296777,9633860,"0.99"
"Flor Do Futuro",320,"28",NULL,275748,9205941,"0.99"
"I Ka Barra (Your Work)",3354,"263","Habib Koité",300605,4855457,"0.99"
"Condição",1723,"142",NULL,263549,8778465,"0.99"
"You Oughta Know",39,"6","Alanis Morissette & Glenn Ballard",249234,8196916,"0.99"
"Strutter",451,"37","Paul Stanley, Gene Simmons",192496,6317021,"0.99"
"Earth Mofo",2638,"213",NULL,282200,9204581,"0.99"
"Enquanto O Dia Não Vem",1545,"124","João Suplicy",220891,7248336,"0.99"
"I Will Follow",3011,"238","U2",218253,7184825,"0.99"
"Um Homem Também Chora (Guerreiro Menino)",511,"41",NULL,207229,6854219,"0.99"
"Riviera Paradise",2541,"205","Stevie Ray Vaughan",528692,17232776,"0.99"
"O Cidadão Do Mundo",247,"24","Chico Science",200933,6724966,"0.99"
"Silver And Gold",2994,"237","Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",349831,11450194,"0.99"
"Concert pour 4 Parties de V**les, H. 545: I. Prelude",3483,"328","Marc-Antoine Charpentier",110266,1973559,"0.99"
"Old Love",921,"73","Eric Clapton, Robert Cray",472920,15780747,"0.99"
"Saint Of Me",2682,"217","Jagger/Richards",325694,10725160,"0.99"
"Demorou!",1968,"161","Mônica Marianno",39131,1287083,"0.99"
"Murders In The Rue Morgue",1279,"101","Steve Harris",258377,6205786,"0.99"
"Real Love",3275,"255",NULL,236911,3846658,"0.99"
"Head Over Feet",45,"6","Alanis Morissette & Glenn Ballard",267493,8758008,"0.99"
"Californication",2396,"195","Red Hot Chili Peppers",321671,10568999,"0.99"
"Solo-Panhandler",129,"13","Billy Cobham",246151,8230661,"0.99"
"Stand",2288,"188","Bill Berry-Peter Buck-Mike Mills-Michael Stipe",192862,6349090,"0.99"
"Criança De Domingo",263,"24","Chico Science",208222,6984813,"0.99"
"Ego Tripping Out",1788,"146","Marvin Gaye",314514,10383887,"0.99"
"Who Needs You",2279,"186","Deacon",186958,6292969,"0.99"
"Mistério da Raça",384,"33","Luiz Melodia/Ricardo Augusto",184320,6191752,"0.99"
"Man Or Animal",106,"11","Cornell, Commerford, Morello, Wilk",233195,7542942,"0.99"
"Wasted Reprise",2174,"179","Stone Gossard",53733,1731020,"0.99"
"Poundcake",3075,"243","Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",321854,10366978,"0.99"
"Pseudo Silk Kimono",1745,"144","Kelly, Mosley, Rothery, Trewaves",134739,4334038,"0.99"
"Sweetest Thing",3013,"238","U2 & Daragh O'Toole",183066,6071385,"0.99"
"The Playboy Mansion",2983,"236","Bono, The Edge, Adam Clayton, and Larry Mullen",280555,9274144,"0.99"
"Reggae Odoyá",2041,"166",NULL,224470,7499807,"0.99"
"Garota de Ipanema (Dick Farney)",673,"53",NULL,174367,5767474,"0.99"
"What Is And What Should Never Be",1628,"133","Jimmy Page, Robert Plant",287973,9369385,"0.99"
"I Fought The Law",2598,"211","Sonny Curtis",159764,5245258,"0.99"
"Baby",532,"42","Caetano Veloso",177188,5798202,"0.99"
"A Paz",1111,"73","Gilberto Gil",293093,9593064,"0.99"
"Detroit Rock City",436,"37","Paul Stanley, B. Ezrin",218880,7146372,"0.99"
"Pescador de Ilusões",387,"33","Macelo Yuka/O Rappa",245524,8267067,"0.99"
"P.S.Apareça",2016,"165",NULL,209188,6842244,"0.99"
"Preciso Apender a Viver Só (Maysa)",674,"53",NULL,143464,4642359,"0.99"
"Timothy",1478,"119","C. Cester",270341,8856507,"0.99"
"Mr. Cab Driver",1708,"141","Lenny Kravitz",230321,7668084,"0.99"
"In Time",846,"68","Sylvester Stewart",368953,12287103,"0.99"
"Tricia Tanaka Is Dead",2890,"229",NULL,2635010,548197162,"1.99"
"Confidência",979,"78",NULL,222197,7460829,"0.99"
"King In Crimson",183,"19","Roy Z",283167,9218499,"0.99"
"Too Much Is Not Enough",805,"64","Turner, Held, Greenwood",257724,8382800,"0.99"
"Playtime",460,"38",NULL,273580,9070880,"0.99"
"The Convict",3208,"251",NULL,1273064,248863427,"1.99"
"Dance the Night Away",3067,"243","Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",185965,6087433,"0.99"
"Preciso Ser Amado",2776,"223",NULL,174001,5618895,"0.99"
"Expresso 2222",1116,"73","Gilberto Gil",284760,9690577,"0.99"
"Comportamento Geral",512,"41","Gonzaga Jr",181577,5997444,"0.99"
"Lockdown",2907,"231",NULL,2610250,543886056,"1.99"
"Join Together",2747,"221","Pete Townshend",262556,8602485,"0.99"
"Untitled",2154,"178","Pearl Jam",122801,3957141,"0.99"
"(Anesthesia) Pulling Teeth",1833,"150","Cliff Burton",254955,8234710,"0.99"
"Meditação",207,"21","Tom Jobim - Newton Mendoça",148793,4865597,"0.99"
"Book Of Thel",187,"19","Eddie Casillas/Roy Z",494393,16034404,"0.99"
"Blow Your Mind",1441,"116","Smith, Toby",512339,17089176,"0.99"
"River Song",490,"40","David Coverdale",439510,14359478,"0.99"
"Oprah",178,"18",NULL,6635,224313,"0.99"
"Shape of Things to Come",3396,"271",NULL,274597,4465399,"0.99"
"So Beautiful",2446,"141","Mick Hucknall",298083,9837832,"0.99"
"Verdade",3164,"248","Carlinhos Santana/Nelson Rufino",332826,11120708,"0.99"
"Neworld",3092,"245","Van Halen",105639,3495897,"0.99"
"Jerusalem",189,"19","Roy Z",402390,13194463,"0.99"
"There's No Place Like Home, Pt. 1",3362,"261",NULL,2609526,522919189,"1.99"
"The Crunge",1598,"129","John Bonham/John Paul Jones",197407,6460212,"0.99"
"Layla",891,"72","Clapton/Gordon",430733,14115792,"0.99"
"Drão",1110,"73","Gilberto Gil",301453,9931950,"0.99"
"Ten Years Gone",1649,"135","Robert Plant",393116,12756366,"0.99"
"Solomon HWV 67: The Arrival of the Queen of Sheba",3411,"280","George Frideric Handel",197135,3247914,"0.99"
"The Hard Part",3168,"228",NULL,2601017,475996611,"1.99"
"Fanfare for the Common Man",3427,"296","Aaron Copland",198064,3211245,"0.99"
"Bye, Bye Brasil",230,"23",NULL,283402,9499590,"0.99"
"Salutations",3301,"258","E. Schrody/L. Dimant",69120,2767047,"0.99"
"Half The Man",1457,"118","Toby Smith",289854,9577679,"0.99"
"Fools",766,"60","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",500427,16279366,"0.99"
"Wave (Vou te Contar)",378,"33","Antonio Carlos Jobim",271647,9057557,"0.99"
"Black Satin",616,"49","Miles Davis",316682,10529483,"0.99"
"Sweethearts Together",2699,"218","Jagger/Richards",285492,9550459,"0.99"
"Seven Minutes to Midnight",2846,"228",NULL,2613988,515590682,"1.99"
"Hallowed Be Thy Name",1296,"102","Harris",451422,10836304,"0.99"
"Christmas Party",3187,"250",NULL,1282115,260891300,"1.99"
"Meninos E Meninas",1696,"140","Dado Villa-Lobos/Marcelo Bonfá",203781,6667802,"0.99"
"Different World",1201,"94",NULL,258692,4383764,"0.99"
"Stormbringer",807,"65","D.Coverdale/R.Blackmore/Ritchie Blackmore",246413,8044864,"0.99"
"Flying High Again",2096,"172","L. Kerslake, O. Osbourne, R. Daisley & R. Rhoads",290851,5179599,"0.99"
"The Deeper The Love",3142,"141","Vandenberg",262791,8606504,"0.99"
"Homecoming",2847,"228",NULL,2601351,516015339,"1.99"
"Mel",217,"21","Caetano Veloso - Waly Salomão",294765,9854062,"0.99"
